participantcode,std_female,gpa,prior_num_guess,post_num_guess,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,orig_correct,fn_correct,answers_correct,std_male,female_r1,female_r2,female_r3,extrovert,agreeable,conscientious,neurotic,open,riskaversion,wtp,I,overconfidence,underconfidence,overoptimism,uncertainty1,uncertainty2,prior_minus_orig,wtpcategory,prior_downside1,post_downside,updates,gradeup_s0,gradedown_s0,betteroff_s0,worseoff_s0,gradeup_s1,gradedown_s1,betteroff_s1,worseoff_s1,gradeup_s2,gradedown_s2,betteroff_s2,worseoff_s2,gradeup_s3,gradedown_s3,betteroff_s3,worseoff_s3,gradeup_s4,gradedown_s4,betteroff_s4,worseoff_s4,gradeup_s5,gradedown_s5,betteroff_s5,worseoff_s5,gradeup_s6,gradedown_s6,betteroff_s6,worseoff_s6,gradeup_s7,gradedown_s7,betteroff_s7,worseoff_s7,gradeup_s8,gradedown_s8,betteroff_s8,worseoff_s8,gradeup_s9,gradedown_s9,betteroff_s9,worseoff_s9,irrational,everasked,num_asked,num_asked_imp
761qwy7n,0,3.5999999046325684,15,16,0,0,0,0,0,0,0,0,0,0,16,16,16,1,0,0,NA,2,3,4,2,4.5,1.3350000381469727,-1.5,0,0.5575000047683716,0.23999999463558197,-1,0.6700000166893005,6.029099941253662,-1,-1,0.3400000035762787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uosvbxvq,0,3.200000047683716,12,14,0,0,0,0,0,0,0,0,1,1,15,15,14,1,NA,NA,NA,1.5,2.5,2.5,4,5,0.5249999761581421,-0.5,0,0.5266666412353516,0.2230769246816635,-2,0.5,6.889999866485596,-3,0,0.25,0.550000011920929,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
ydug339f,0,3.6600000858306885,12,11,0,0,0,0,0,1,1,1,1,1,10,10,11,1,NA,NA,NA,5,3,4,4,5,0.5249999761581421,1,1,0.32333335280418396,0.40299999713897705,1,0.5,5.8744001388549805,2,-1,0.3799999952316284,0.41999998688697815,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
u1u1tfxt,0,2.799999952316284,10,12,0,0,0,0,0,0,0,0,0,0,8,8,11,1,1,1,NA,4,2.5,3,4.5,3.5,2,-1.5,0,0.23333333432674408,0.32999998331069946,-1,1,1,2,-1,1,0.30000001192092896,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xrizp2lc,0,2.9000000953674316,15,15,0,0,0,0,0,0,1,1,1,1,14,14,13,1,NA,NA,NA,2,3,3,3.5,4.5,2,0.5,1,0.5071428418159485,0.13333334028720856,2,0.75,6.1875,1,1,0.5,0.3700000047683716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
4plf04yr,0,2.75,16,15,0,0,0,0,0,0,0,1,1,1,9,9,9,1,NA,NA,NA,5,4,5,2,2,0.5249999761581421,0,0,0.5227272510528564,0.15625,7,0.949999988079071,4.087500095367432,7,0,0.8999999761581421,0.41999998688697815,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4a3hlizo,0,3.5,16,17,0,0,0,0,0,0,0,0,0,0,16,16,16,1,0,NA,NA,2,2,4,1.5,2,0.20000000298023224,-1.5,0,0.32499998807907104,0.013333333656191826,0,0.20000000298023224,1.440000057220459,0,-1,0.20000000298023224,0.30000001192092896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1mxtta5m,0,2.3499999046325684,14,13,0,0,0,0,0,0,1,1,1,1,12,13,13,1,NA,NA,NA,2.5,4,2.5,3,3,2,0.5,1,0.625,0.14384615421295166,1,0.6000000238418579,6.190000057220459,2,0,0.30000001192092896,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
um3n8kij,0,3.0799999237060547,14,14,0,0,0,0,0,0,0,1,1,1,12,12,13,1,0,0,0,2,3,4,4,4,0.20000000298023224,0,0,0.6428571343421936,0.1041666641831398,1,0.6000000238418579,3.759999990463257,2,-1,0.6000000238418579,0.10000000149011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,3
t6uko4hr,0,3,15,15,0,0,0,1,1,1,1,1,1,1,13,13,14,1,1,1,NA,2.5,4.5,4,2.5,2.5,1.3350000381469727,2,1,0.7749999761581421,0.20538461208343506,1,0.44999998807907104,4.827499866485596,2,1,0.20999999344348907,0.03999999910593033,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
nak6lwod,0,3.4000000953674316,15,11,0,0,0,0,0,0,0,1,1,1,11,11,11,1,1,NA,NA,2.5,4,3,3,2.5,1.3350000381469727,0,0,0.5822222232818604,0.1599999964237213,4,0.550000011920929,7.047500133514404,4,0,0.20000000298023224,0.25,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
uff5d5mj,0,3.8399999141693115,7,10,0,0,0,0,0,1,1,1,1,1,13,13,12,1,1,0,NA,3.5,3.5,5,3.5,3,0.5249999761581421,1,1,0.8999999761581421,0.25,-5,0.949999988079071,8.02750015258789,-6,1,0.8500000238418579,0.8999999761581421,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,2,2
3wfonoxp,0,2.799999952316284,14,8,0,0,0,0,0,0,0,0,0,0,7,7,9,1,1,1,NA,3.5,3.5,3.5,3.5,3.5,2,-1.5,0,0.7136363387107849,0,5,0.6000000238418579,9.239999771118164,7,-1,0.3499999940395355,0.699999988079071,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
q57ifp0l,0,2.9000000953674316,15,13,0,0,0,0,0,0,0,0,0,1,12,12,14,1,0,0,NA,2,4,4,2,3,0.20000000298023224,-1,0,0.5333333611488342,0.07692307978868484,1,0.4000000059604645,5.110000133514404,3,-1,0.15000000596046448,0.10000000149011612,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2
hsslt77t,0,3.890000104904175,16,17,0,0,0,1,1,1,1,1,1,1,15,18,18,1,NA,NA,NA,4,3.5,2.5,2,2,0.20000000298023224,2,1,0.699999988079071,0.14588235318660736,-2,0.30000001192092896,2.700000047683716,1,-1,0.15000000596046448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
5sz7c99h,0,3.444000005722046,15,14,0,0,0,0,0,0,1,1,1,1,12,12,12,1,NA,NA,NA,2,4.5,3.5,2,4,0.5249999761581421,0.5,1,0.625,0.0181818176060915,3,0.44999998807907104,4.787499904632568,3,1,0.25,0.15000000596046448,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3dh5fbe7,0,3.4000000953674316,10,12,0,0,0,0,0,0,0,0,0,0,12,12,12,1,NA,NA,NA,4,1.5,2.5,3,3,0.28999999165534973,-1.5,0,0.27250000834465027,0.3054545521736145,-2,0.699999988079071,9.5,-2,-1,0.3499999940395355,0.3499999940395355,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6lk1rppx,0,2.5,14,8,0,0,0,0,0,0,1,1,1,1,5,5,6,1,NA,NA,NA,2.5,3.5,3,3,3,2,0.5,1,0.5842857360839844,0.18000000715255737,8,0.800000011920929,14.5600004196167,9,-1,0.5,0.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
yh4x2soe,0,3.299999952316284,16,16,0,0,0,0,0,0,0,0,0,1,16,16,16,1,0,1,0,4,2.5,4.5,2,3,0.20000000298023224,-1,0,0.45499998331069946,0.08733333647251129,0,0.25,1.6875,0,-1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
pla8fblm,0,3.9200000762939453,15,15,0,0,0,0,1,1,1,1,1,1,9,11,11,1,1,1,NA,2,1.5,4,3.5,2.5,1.3350000381469727,1.5,1,0.43666666746139526,0.1899999976158142,4,0.44999998807907104,5.527500152587891,6,-1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2
yh6np1fv,0,4,16,5,0,0,0,0,0,0,0,0,0,0,6,6,6,1,NA,NA,NA,1.5,3,5,3.5,3,1.3350000381469727,-1.5,0,0.014285714365541935,0.5,10,0.75,9.1875,10,-1,0.5,0.75,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r51r186z,0,3.4700000286102295,15,10,0,0,0,0,0,0,0,1,1,1,8,8,7,1,0,NA,NA,4,5,4,1.5,3.5,0.20000000298023224,0,0,0.6538461446762085,0.0833333358168602,8,0.4000000059604645,3.5999999046325684,7,1,0.20000000298023224,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1
psk2rvvy,0,3.799999952316284,18,18,0,0,0,0,0,1,1,1,1,1,16,16,17,1,1,0,NA,2,2,4.5,5,4.5,2,1,1,0.6666666865348816,0,1,0.25,2.747499942779541,2,1,0.20000000298023224,0.15000000596046448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
wszg495y,0,1.899999976158142,17,16,0,0,0,0,0,1,1,1,1,1,14,14,15,1,0,1,NA,3,4.5,3.5,1.5,2.5,1.3350000381469727,1,1,0.9399999976158142,0.02857142873108387,2,0.20000000298023224,1.440000057220459,3,1,0.20000000298023224,0.10000000149011612,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
ej0sd3ay,0,3,17,16,0,0,0,0,0,0,0,0,0,1,16,16,16,1,0,0,0,2.5,4.5,3,3.5,3.5,0.5249999761581421,-1,0,0.862500011920929,0.06466666609048843,1,0.20000000298023224,1.7999999523162842,1,-1,0.10000000149011612,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
bcuiyjua,0,1.7999999523162842,15,9,0,0,0,0,0,0,0,1,1,1,8,8,10,1,1,NA,NA,3,5,4,5,4,2,0,0,0.5900000333786011,0.03333333507180214,5,0.4000000059604645,4.949999809265137,7,-1,0.15000000596046448,0.15000000596046448,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
s6o8wr9r,0,2.700000047683716,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,1,0,NA,NA,2.5,4.5,3,3.5,3.5,0.20000000298023224,-1.5,0,0.44999998807907104,0.06666667014360428,0,0.4000000059604645,3.5999999046325684,0,-1,0.20000000298023224,0.30000001192092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kn7gkcv6,0,3.7899999618530273,13,12,0,0,0,0,0,1,1,1,1,1,11,11,13,1,1,0,0,3,4,4.5,2,3.5,0.20000000298023224,1,1,0.5357142686843872,0.1666666716337204,0,0.550000011920929,5.987500190734863,2,0,0.4000000059604645,0.30000001192092896,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,2.553333282470703
hjasgs05,0,2,10,7,0,0,0,0,0,0,0,1,1,1,9,9,9,1,0,NA,NA,3.5,3,3,3,3,2,0,0,0.6700000166893005,0.3888888955116272,1,0.30000001192092896,4.050000190734863,1,0,0.20000000298023224,0.30000001192092896,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
nrs6nk90,0,3.5,15,15,0,0,0,0,0,1,1,1,1,1,13,16,16,1,0,NA,NA,3.5,4.5,3.5,1.5,2.5,0.20000000298023224,1,1,0.675000011920929,0.14400000870227814,-1,0.25,2.2274999618530273,2,-1,0.15000000596046448,0.10000000149011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
hvcfrp6a,0,2.4000000953674316,13,11,0,0,0,0,0,0,1,1,0,0,10,10,11,1,1,0,NA,1.5,4,3,4.5,4.5,2,0.5,1,0.6188889145851135,0.2720000147819519,2,0.44999998807907104,4.727499961853027,3,-1,0.30000001192092896,0.20000000298023224,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
a6pmpd32,0,2.5999999046325684,16,13,0,0,0,0,0,0,0,0,0,0,13,13,14,1,NA,NA,NA,2.5,2,4,2,4,2,-1.5,0,0.2840000092983246,0.6792857050895691,2,0.6000000238418579,4.559999942779541,3,-1,0.550000011920929,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mx75fm5t,0,4,16,16,0,0,0,1,1,1,1,1,1,1,14,17,17,1,NA,NA,NA,3,1.5,5,2.5,4,2,2,1,0.34333333373069763,0.21250000596046448,-1,0.550000011920929,4.987500190734863,2,-1,0.44999998807907104,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3kn5niwo,0,3.5999999046325684,12,14,1,1,1,1,1,1,1,1,1,1,13,14,14,1,1,0,0,2.5,3.5,4,3,2.5,0.20000000298023224,3.5,1,0.6666666865348816,0.19230769574642181,-2,0.6000000238418579,6.360000133514404,-1,1,0.20000000298023224,0.10000000149011612,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2.0426666736602783
bx0cq719,0,3.200000047683716,17,17,0,0,0,0,0,1,1,1,1,1,15,17,17,1,0,NA,NA,2.5,4.5,4,1.5,2.5,2,1,1,0.550000011920929,0.08500000089406967,0,0.4000000059604645,3.509999990463257,2,-1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
jjavdi9k,0,3.450000047683716,16,13,0,0,0,0,0,0,0,0,0,1,11,11,12,1,NA,NA,NA,2.5,4,4,2.5,2.5,0.5249999761581421,-1,0,0.53125,0.04545454680919647,4,0.5,2.25,5,-1,0.5,0.3499999940395355,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7mzh8bn4,0,0,13,14,0,0,0,0,0,0,0,0,0,0,12,12,14,1,NA,NA,NA,2.5,4,2,3.5,3,2,-1.5,0,0.32333332300186157,0.2476923167705536,-1,0.4000000059604645,5.199999809265137,1,-1,0.20000000298023224,0.15000000596046448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lb2hk5eg,0,3.950000047683716,18,17,0,0,0,0,1,1,1,1,1,1,15,17,17,1,NA,NA,NA,4,4,5,2,4,1.3350000381469727,1.5,1,0.6833333373069763,0.03125,1,0.10000000149011612,0.8100000023841858,3,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
96102gh3,0,4,14,13,0,0,0,0,0,1,1,1,1,1,12,13,13,1,0,NA,NA,2,4,4.5,2,4,2,1,1,0.6985714435577393,0.11416666954755783,1,0.46000000834465027,6.699999809265137,2,1,0.23000000417232513,0.30000001192092896,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
zowgoy84,0,3.4560000896453857,13,13,0,0,0,1,1,1,1,1,1,1,11,11,13,1,0,0,NA,3.5,4,4.5,3,3.5,2,2,1,0.572857141494751,0.29499998688697815,0,0.8999999761581421,4.860000133514404,2,1,0.8500000238418579,0.7300000190734863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1z8l30fg,0,3.799999952316284,14,9,0,0,0,0,0,0,0,0,0,0,9,9,8,1,NA,NA,NA,3.5,4,4,1.5,2.5,0.20000000298023224,-1.5,0,0.5208333134651184,0.1785714328289032,6,0.8999999761581421,7.900000095367432,5,-1,0.800000011920929,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9tgtgpb6,0,2.5999999046325684,13,14,0,0,0,0,0,1,1,1,1,1,14,14,15,1,0,0,NA,2,4.5,4.5,2,3,2,1,1,0.42000001668930054,0.3464285731315613,-2,0.44999998807907104,6.387499809265137,-1,1,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2
bblvbrcg,0,2.799999952316284,15,12,0,0,0,0,0,0,0,1,1,1,12,12,11,1,NA,NA,NA,3,3.5,3.5,4,2.5,1.3350000381469727,0,0,0.4533333480358124,0.2800000011920929,4,0.75,6.227499961853027,3,1,0.550000011920929,0.20000000298023224,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
8e4g7147,0,3,15,12,0,0,0,0,0,0,0,0,0,0,12,12,13,1,0,0,0,2,3.5,3,4.5,2.5,0.5249999761581421,-1.5,0,0.47857144474983215,0.14166666567325592,2,0.30000001192092896,2.609999895095825,3,-1,0.20000000298023224,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0426666736602783
wltj84br,0,2.4000000953674316,17,18,0,0,0,0,0,0,0,0,0,1,17,17,18,1,NA,NA,NA,2,4,4.5,3,3.5,0.20000000298023224,-1,0,0.4000000059604645,0.20588235557079315,-1,0.30000001192092896,1.8899999856948853,0,-1,0.30000001192092896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
p2m39e57,0,3.5999999046325684,14,12,0,0,0,0,0,0,0,1,1,1,10,10,11,1,NA,NA,NA,1.5,4,3.5,3.5,4,1.3350000381469727,0,0,0.5944444537162781,0.19499999284744263,3,0.5,9.899999618530273,4,-1,0.3499999940395355,0.25,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1rd76b1o,0,3.200000047683716,14,13,0,0,0,0,0,0,1,1,1,1,12,12,11,1,0,0,NA,2,3,3,3,4,0.20000000298023224,0.5,1,0.6666666865348816,0.05000000074505806,3,0.4000000059604645,3.5999999046325684,2,1,0.20000000298023224,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,2,2
krd05d5o,0,3.4000000953674316,12,13,0,0,0,0,0,0,0,0,0,0,14,14,16,1,NA,NA,NA,2.5,3,3,2.5,4,1.3350000381469727,-1.5,0,0.625,0.20000000298023224,-4,0.6000000238418579,5.039999961853027,-2,-1,0.20000000298023224,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1omb8zg,0,3.200000047683716,17,15,0,0,0,0,0,1,1,1,1,1,13,15,15,1,NA,NA,NA,2,2,3.5,4,2,0.5249999761581421,1,1,0.800000011920929,0.0071428571827709675,2,0.4000000059604645,3.240000009536743,4,0,0.10000000149011612,0.10000000149011612,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
qtz3b1px,0,4,15,16,0,0,0,0,0,0,0,0,0,1,14,14,13,1,NA,NA,NA,2,3.5,3.5,4,3.5,0.20000000298023224,-1,0,0.5714285969734192,0.21250000596046448,2,0.5,4.5,1,-1,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bgwsx1o4,0,3.0510001182556152,14,12,0,0,0,0,0,0,0,0,0,0,11,11,13,1,NA,NA,NA,4.5,3.5,3,2,3,2,-1.5,0,0.5642856955528259,0.46666666865348816,1,0.5,6.739999771118164,3,-1,0.30000001192092896,0.11999999731779099,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erk40qur,0,2.299999952316284,9,9,1,1,1,1,1,1,1,1,1,1,10,10,10,1,NA,NA,NA,3,2,1.5,5,4.5,0.20000000298023224,3.5,1,0.10499999672174454,0.7688888907432556,-1,0.75,9.1875,-1,1,0.5,0.30000001192092896,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
w8wmd6zw,0,3.7300000190734863,18,16,0,0,0,1,1,1,1,1,1,1,13,15,15,1,0,0,1,1.5,3.5,4,3,2,0.5249999761581421,2,1,0.6159999966621399,0.08571428805589676,3,0.20000000298023224,1.7100000381469727,5,1,0.05000000074505806,0.05000000074505806,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
64xg32p6,0,3.950000047683716,16,13,0,0,0,0,0,1,1,1,1,1,11,11,13,1,0,1,0,5,3.5,4,5,3,1.3350000381469727,1,1,0.37142857909202576,0.0833333358168602,3,0.4000000059604645,4.559999942779541,5,0,0.30000001192092896,0.05000000074505806,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2.553333282470703
b7xrrty8,0,2.369999885559082,16,13,0,0,0,0,0,1,1,1,1,1,12,15,15,1,NA,NA,NA,3,4.5,3,3,2.5,0.5249999761581421,1,1,0.699999988079071,0.0357142873108387,1,0.4000000059604645,2.1600000858306885,4,-1,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
bzi19bhd,0,3.299999952316284,12,12,0,0,0,0,0,0,0,0,0,1,12,12,12,1,0,0,0,2,4,4,3,4,0.20000000298023224,-1,0,0.3499999940395355,0.25,0,0.6000000238418579,6.960000038146973,0,-1,0.30000001192092896,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
19wuqclw,0,2.200000047683716,15,13,0,0,0,0,0,0,0,0,1,1,13,13,13,1,NA,NA,NA,4,4,3,2.5,4,0.28999999165534973,-0.5,0,0.5785714387893677,0.10750000178813934,2,0.5,4.5,2,-1,0.25,0.10000000149011612,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
vf1hkgi1,0,2.890000104904175,15,13,0,0,0,0,0,0,0,0,0,0,7,7,8,1,1,0,NA,3,2.5,2.5,3,3,2,-1.5,0,0.7916666865348816,0.09285713732242584,7,0.699999988079071,11.010000228881836,8,-1,0.30000001192092896,0.30000001192092896,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ksoec3us,0,3,14,15,0,0,0,0,0,0,0,0,0,1,14,14,16,1,1,0,NA,2.5,2.5,4,2,5,0.20000000298023224,-1,0,0.550000011920929,0.2786666750907898,-2,0.6200000047683716,4.200399875640869,0,-1,0.6000000238418579,0.30000001192092896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
